,index,date,open,high,low,close,volume,Name,Average
339,307614,2016-05-06,111.44,112.27,110.76,112.19,496917,ROK,111.515
340,307615,2016-05-09,111.76,112.28,110.93,111.29,535533,ROK,111.605
341,307616,2016-05-10,111.59,113.985,111.32,113.8,994927,ROK,112.6525
342,307617,2016-05-11,113.74,114.63,113.18,113.92,877011,ROK,113.905
343,307618,2016-05-12,113.59,114.16,112.715,114.01,1120008,ROK,113.4375
344,307619,2016-05-13,113.8,114.6999,112.54,113.08,1177862,ROK,113.61995
345,307620,2016-05-16,113.38,115.1,112.75,114.58,613473,ROK,113.925
346,307621,2016-05-17,114.37,115.5,113.31,113.74,526226,ROK,114.405
347,307622,2016-05-18,112.96,114.24,111.66,112.25,763503,ROK,112.94999999999999
348,307623,2016-05-19,111.22,111.37,109.32,110.23,1087077,ROK,110.345
349,307624,2016-05-20,110.96,111.64,110.76,111.17,586956,ROK,111.2
350,307625,2016-05-23,110.96,112.28,110.4,111.79,650108,ROK,111.34
351,307626,2016-05-24,112.09,114.31,111.78,113.67,628365,ROK,113.045
352,307627,2016-05-25,114.4,115.93,114.13,115.75,958681,ROK,115.03
353,307628,2016-05-26,116.03,117.21,115.59,116.77,1108866,ROK,116.4
354,307629,2016-05-27,116.77,117.09,115.96,116.51,685827,ROK,116.525
355,307630,2016-05-31,116.69,116.99,115.32,116.05,788121,ROK,116.155
356,307631,2016-06-01,115.43,116.3,114.24,116.16,635075,ROK,115.27
357,307632,2016-06-02,116.0,117.47,115.43,117.47,695622,ROK,116.45
358,307633,2016-06-03,117.35,118.4,115.54,118.18,822031,ROK,116.97
359,307634,2016-06-06,118.6,119.59,117.99,118.91,967352,ROK,118.78999999999999
360,307635,2016-06-07,119.25,120.0,118.765,118.83,686718,ROK,119.3825
361,307636,2016-06-08,119.3,119.99,118.66,119.02,700518,ROK,119.32499999999999
362,307637,2016-06-09,118.16,119.04,117.79,118.74,504964,ROK,118.415
363,307638,2016-06-10,117.34,117.88,115.92,116.7,779389,ROK,116.9
364,307639,2016-06-13,115.83,116.77,115.21700000000001,115.94,715609,ROK,115.99350000000001
365,307640,2016-06-14,115.48,116.9,115.0001,116.12,441591,ROK,115.95005
366,307641,2016-06-15,116.37,117.11,115.45,115.58,677141,ROK,116.28
367,307642,2016-06-16,114.75,116.25,113.87,115.89,842301,ROK,115.06
368,307643,2016-06-17,116.11,117.23,115.53,116.7,1093999,ROK,116.38
369,307644,2016-06-20,118.41,119.64,117.83,118.0,715819,ROK,118.735
370,307645,2016-06-21,118.03,118.0827,116.51,117.22,676678,ROK,117.29635
371,307646,2016-06-22,117.63,118.46,117.53,117.99,833860,ROK,117.995
372,307647,2016-06-23,119.59,120.6,119.15,120.52,981414,ROK,119.875
373,307648,2016-06-24,115.37,117.0,112.08,112.37,2047196,ROK,114.53999999999999
374,307649,2016-06-27,110.34,110.635,107.165,108.11,1410570,ROK,108.9
375,307650,2016-06-28,109.19,110.35,108.6,109.86,1318739,ROK,109.475
376,307651,2016-06-29,111.28,111.87,110.62,111.62,795093,ROK,111.245
377,307652,2016-06-30,112.03,114.83,111.53,114.82,1008034,ROK,113.18
378,307653,2016-07-01,114.53,116.8,114.02,115.89,942504,ROK,115.41
379,307654,2016-07-05,114.84,115.08,112.03,112.68,1418494,ROK,113.555
380,307655,2016-07-06,112.35,112.975,110.89,112.85,1057417,ROK,111.9325
381,307656,2016-07-07,113.37,114.18,112.11,112.97,530756,ROK,113.14500000000001
382,307657,2016-07-08,114.27,115.95,113.76,115.7,691268,ROK,114.855
383,307658,2016-07-11,116.47,118.0,116.15,117.51,890315,ROK,117.075
384,307659,2016-07-12,118.15,119.27,117.83,119.03,987879,ROK,118.55
385,307660,2016-07-13,119.39,119.885,117.97,118.84,725886,ROK,118.92750000000001
386,307661,2016-07-14,119.95,120.75,118.47,118.73,848028,ROK,119.61
387,307662,2016-07-15,119.28,119.85,118.595,119.16,544317,ROK,119.2225
388,307663,2016-07-18,119.65,119.65,118.36,119.33,357997,ROK,119.005
389,307664,2016-07-19,118.78,119.385,118.59,119.0,275146,ROK,118.98750000000001
390,307665,2016-07-20,119.18,119.67,118.55,119.51,309491,ROK,119.11
391,307666,2016-07-21,119.2,119.94,117.8,118.46,761973,ROK,118.87
392,307667,2016-07-22,118.18,118.57,117.38,118.53,571981,ROK,117.975
393,307668,2016-07-25,118.19,118.85,117.41,118.18,904853,ROK,118.13
394,307669,2016-07-26,118.29,120.7399,118.29,120.64,969173,ROK,119.51495
395,307670,2016-07-27,118.46,118.67,116.29,116.93,1253180,ROK,117.48
396,307671,2016-07-28,116.2,116.92,114.98,116.23,821522,ROK,115.95
397,307672,2016-07-29,115.87,116.17,114.0,114.4,1190695,ROK,115.08500000000001
398,307673,2016-08-01,114.21,114.545,112.87,113.97,907186,ROK,113.70750000000001
399,307674,2016-08-02,113.59,113.88,112.05,113.05,965103,ROK,112.965
400,307675,2016-08-03,112.9,114.91,112.38,114.66,1268259,ROK,113.645
401,307676,2016-08-04,114.58,116.47,114.42,115.05,634961,ROK,115.445
402,307677,2016-08-05,115.26,117.15,115.26,117.14,526093,ROK,116.20500000000001
403,307678,2016-08-08,117.7,118.445,117.54,117.99,799461,ROK,117.9925
404,307679,2016-08-09,118.1,118.97,118.04,118.57,625031,ROK,118.505
405,307680,2016-08-10,118.7,119.36,118.13,119.33,963064,ROK,118.745
406,307681,2016-08-11,118.95,119.5599,118.8,119.02,968621,ROK,119.17994999999999
407,307682,2016-08-12,118.99,118.99,117.42,117.64,534835,ROK,118.205
408,307683,2016-08-15,117.9,119.21,117.8774,118.86,386764,ROK,118.5437
409,307684,2016-08-16,118.78,119.26,118.25,118.94,526021,ROK,118.755
410,307685,2016-08-17,119.04,119.2404,118.52,118.95,361418,ROK,118.8802
411,307686,2016-08-18,119.0,119.33,118.6801,119.31,500432,ROK,119.00505
412,307687,2016-08-19,117.25,118.765,116.99,118.43,1318902,ROK,117.8775
413,307688,2016-08-22,118.22,118.3759,117.18,118.15,818858,ROK,117.77795
414,307689,2016-08-23,118.8,119.34,118.475,118.84,456007,ROK,118.9075
415,307690,2016-08-24,118.74,118.98,117.55,117.82,433627,ROK,118.265
416,307691,2016-08-25,117.57,118.2,117.25,117.69,446455,ROK,117.725
417,307692,2016-08-26,117.92,119.36,117.38,117.87,496149,ROK,118.37
418,307693,2016-08-29,117.96,118.76,117.756,118.3,341541,ROK,118.25800000000001
419,307694,2016-08-30,118.45,118.45,116.75,117.35,570416,ROK,117.6
420,307695,2016-08-31,117.12,117.25,115.48,115.93,510838,ROK,116.36500000000001
421,307696,2016-09-01,116.13,116.57,115.14,116.43,595303,ROK,115.85499999999999
422,307697,2016-09-02,117.16,117.759,116.62,117.08,434571,ROK,117.18950000000001
423,307698,2016-09-06,117.38,117.57,116.22,116.5,437917,ROK,116.895
424,307699,2016-09-07,116.5,116.95,116.137,116.44,594885,ROK,116.5435
425,307700,2016-09-08,116.41,116.84,115.89,116.21,485773,ROK,116.36500000000001
426,307701,2016-09-09,115.28,115.49,112.5,112.5,719123,ROK,113.995
427,307702,2016-09-12,112.36,115.06,111.52,114.72,729217,ROK,113.28999999999999
428,307703,2016-09-13,113.36,114.71,113.31,114.18,882999,ROK,114.00999999999999
429,307704,2016-09-14,114.04,115.07,113.28,114.55,755830,ROK,114.175
430,307705,2016-09-15,114.74,115.65,114.33,115.45,736022,ROK,114.99000000000001
431,307706,2016-09-16,114.59,114.59,113.27,113.89,1399934,ROK,113.93
432,307707,2016-09-19,114.51,115.59,114.38,114.94,694837,ROK,114.985
433,307708,2016-09-20,115.62,116.75,114.98,115.04,683871,ROK,115.86500000000001
434,307709,2016-09-21,115.67,117.13,115.2,117.03,663560,ROK,116.16499999999999
435,307710,2016-09-22,118.11,119.19,117.67,118.58,786257,ROK,118.43
436,307711,2016-09-23,117.94,118.08,115.76,115.77,498575,ROK,116.92
437,307712,2016-09-26,115.41,116.07,114.4901,114.59,501709,ROK,115.28004999999999
438,307713,2016-09-27,114.16,115.68,113.5,115.62,477617,ROK,114.59
439,307714,2016-09-28,116.04,117.82,116.04,117.7,738370,ROK,116.93
440,307715,2016-09-29,117.37,118.33,116.84,117.12,830307,ROK,117.58500000000001
441,307716,2016-09-30,119.5,123.11,119.27,122.34,2568222,ROK,121.19
442,307717,2016-10-03,121.61,121.94,119.135,120.57,1096899,ROK,120.5375
443,307718,2016-10-04,120.99,123.48,119.01,119.19,958103,ROK,121.245
444,307719,2016-10-05,119.83,121.42,119.48,121.24,584607,ROK,120.45
445,307720,2016-10-06,121.2,121.2,119.95,120.67,340983,ROK,120.575
446,307721,2016-10-07,120.13,120.205,118.55,119.7,887225,ROK,119.3775
447,307722,2016-10-10,120.02,120.125,116.9,117.04,1696081,ROK,118.5125
448,307723,2016-10-11,116.45,116.63,114.46,115.2,882897,ROK,115.54499999999999
449,307724,2016-10-12,115.39,116.71,114.48,116.27,594981,ROK,115.595
450,307725,2016-10-13,115.48,116.8798,115.09,116.3,931345,ROK,115.98490000000001
451,307726,2016-10-14,117.4,118.17,116.78,116.8,942942,ROK,117.475
452,307727,2016-10-17,116.37,116.96,115.36,115.52,758087,ROK,116.16
453,307728,2016-10-18,116.76,117.12,115.72,115.97,549055,ROK,116.42
454,307729,2016-10-19,116.07,118.3,115.66,117.45,646699,ROK,116.97999999999999
455,307730,2016-10-20,117.14,118.2,116.43,118.01,828269,ROK,117.315
456,307731,2016-10-21,116.94,126.15,116.28,122.99,6596561,ROK,121.215
457,307732,2016-10-24,123.91,124.5,119.08,119.67,2482553,ROK,121.78999999999999
458,307733,2016-10-25,118.72,119.45,117.9001,118.62,884821,ROK,118.67505
459,307734,2016-10-26,118.49,121.18,118.36,120.62,734181,ROK,119.77000000000001
460,307735,2016-10-27,120.5,121.02,117.88,118.21,847399,ROK,119.44999999999999
461,307736,2016-10-28,118.49,120.06,118.03,118.8,620405,ROK,119.045
462,307737,2016-10-31,119.48,120.37,118.525,119.72,790892,ROK,119.4475
463,307738,2016-11-01,120.24,120.73,118.13,118.96,842760,ROK,119.43
464,307739,2016-11-02,118.83,119.425,118.0,118.31,626643,ROK,118.7125
465,307740,2016-11-03,118.89,118.89,117.24,117.47,608748,ROK,118.065
466,307741,2016-11-04,117.79,119.36,117.51,117.56,1143900,ROK,118.435
467,307742,2016-11-07,120.46,124.9,120.46,124.24,1863262,ROK,122.68
468,307743,2016-11-08,124.5,125.76,123.69,125.03,1080845,ROK,124.725
469,307744,2016-11-09,123.09,128.01,123.07,126.85,1419808,ROK,125.53999999999999
470,307745,2016-11-10,128.11,130.85,127.3,130.75,1572595,ROK,129.075
471,307746,2016-11-11,129.85,131.72,129.28,131.71,1021541,ROK,130.5
472,307747,2016-11-14,132.0,133.28,131.84,132.22,1525679,ROK,132.56
473,307748,2016-11-15,131.99,133.54,129.69,133.48,988007,ROK,131.615
474,307749,2016-11-16,132.36,133.47,132.12,133.38,815266,ROK,132.79500000000002
475,307750,2016-11-17,133.5,133.68,131.83,131.95,730882,ROK,132.755
476,307751,2016-11-18,131.55,132.488,131.05,131.2,609015,ROK,131.769
477,307752,2016-11-21,131.99,132.5,131.49,131.71,660834,ROK,131.995
478,307753,2016-11-22,132.15,132.15,130.88,131.71,759218,ROK,131.515
479,307754,2016-11-23,131.13,132.03,131.13,131.86,684027,ROK,131.57999999999998
480,307755,2016-11-25,131.93,132.96,131.855,132.92,374597,ROK,132.4075
481,307756,2016-11-28,132.34,132.89,130.4,130.5,843780,ROK,131.64499999999998
482,307757,2016-11-29,130.45,131.92,129.6595,131.34,851937,ROK,130.78975
483,307758,2016-11-30,131.92,134.27,131.92,133.71,1183380,ROK,133.095
484,307759,2016-12-01,134.48,138.76,134.21,137.19,2044394,ROK,136.485
485,307760,2016-12-02,136.7,137.8,135.49,136.79,1274340,ROK,136.645
486,307761,2016-12-05,137.22,138.0,135.54,136.22,2048275,ROK,136.76999999999998
487,307762,2016-12-06,135.7,136.47,135.47,136.4,1001459,ROK,135.97
488,307763,2016-12-07,136.33,139.16,135.88,138.93,734191,ROK,137.51999999999998
489,307764,2016-12-08,138.37,138.37,136.77,137.61,745562,ROK,137.57
490,307765,2016-12-09,137.81,139.64,137.7242,139.56,710876,ROK,138.6821
491,307766,2016-12-12,139.56,139.58,136.81,137.4,905888,ROK,138.195
492,307767,2016-12-13,137.6,138.239,136.53,137.07,1098280,ROK,137.3845
493,307768,2016-12-14,136.78,137.9764,135.4,135.57,903612,ROK,136.6882
494,307769,2016-12-15,135.71,136.49,135.21,136.21,838035,ROK,135.85000000000002
495,307770,2016-12-16,136.08,136.85,134.44,134.91,1545320,ROK,135.64499999999998
496,307771,2016-12-19,135.56,136.16,134.02,134.83,896923,ROK,135.09
497,307772,2016-12-20,135.03,135.76,134.47,135.57,1079018,ROK,135.115
498,307773,2016-12-21,135.6,136.73,135.03,135.57,633630,ROK,135.88
499,307774,2016-12-22,135.59,136.07,134.8,135.57,631010,ROK,135.435
500,307775,2016-12-23,135.4,136.47,135.1,136.01,385989,ROK,135.785
501,307776,2016-12-27,136.48,136.81,135.73,136.03,410545,ROK,136.26999999999998
502,307777,2016-12-28,136.48,136.75,134.615,134.74,433477,ROK,135.6825
503,307778,2016-12-29,134.74,135.49,134.28,134.85,355060,ROK,134.885
504,307779,2016-12-30,135.54,135.54,133.61,134.4,436079,ROK,134.575
505,307780,2017-01-03,135.9,138.66,135.18,138.54,1329489,ROK,136.92000000000002
506,307781,2017-01-04,138.77,139.49,137.29,137.96,850964,ROK,138.39
507,307782,2017-01-05,137.67,139.395,135.87,137.74,822555,ROK,137.6325
508,307783,2017-01-06,138.36,139.61,137.689,138.51,659430,ROK,138.6495
509,307784,2017-01-09,139.0,139.99,138.29,138.31,828136,ROK,139.14
510,307785,2017-01-10,139.0,140.08,138.28,139.53,883949,ROK,139.18
511,307786,2017-01-11,140.02,142.54,139.735,141.66,1147955,ROK,141.1375
512,307787,2017-01-12,141.19,141.52,138.97,140.76,714587,ROK,140.245
513,307788,2017-01-13,140.95,142.24,140.835,141.99,559771,ROK,141.53750000000002
514,307789,2017-01-17,141.33,141.33,139.38,139.64,1126886,ROK,140.35500000000002
515,307790,2017-01-18,140.14,140.45,139.4,139.96,919349,ROK,139.925
516,307791,2017-01-19,140.25,141.29,139.69,140.0,1154622,ROK,140.49
517,307792,2017-01-20,140.99,141.47,139.63,140.56,1754286,ROK,140.55
518,307793,2017-01-23,140.8,140.98,139.51,140.02,1058687,ROK,140.245
519,307794,2017-01-24,140.43,143.74,139.72,142.03,1678247,ROK,141.73000000000002
520,307795,2017-01-25,151.64,155.44,149.54,153.01,4675489,ROK,152.49
521,307796,2017-01-26,153.67,154.91,152.07,152.92,2337438,ROK,153.49
522,307797,2017-01-27,152.44,152.7,150.7,150.75,1636760,ROK,151.7
523,307798,2017-01-30,150.33,150.33,147.79,149.31,1964569,ROK,149.06
524,307799,2017-01-31,149.28,149.64,147.42,147.99,2036930,ROK,148.52999999999997
525,307800,2017-02-01,148.32,149.14,146.76,147.76,1343500,ROK,147.95
526,307801,2017-02-02,146.87,148.35,146.37,147.65,918733,ROK,147.36
527,307802,2017-02-03,148.13,150.2,147.55,149.73,1151355,ROK,148.875
528,307803,2017-02-06,149.11,149.96,148.455,149.96,745585,ROK,149.2075
529,307804,2017-02-07,150.49,152.62,149.23,149.41,902456,ROK,150.925
530,307805,2017-02-08,149.5,149.5,147.67,148.63,815092,ROK,148.58499999999998
531,307806,2017-02-09,149.17,150.5999,148.29,150.35,950018,ROK,149.44495
532,307807,2017-02-10,151.22,151.78,150.11,151.45,1060954,ROK,150.945
533,307808,2017-02-13,151.69,153.68,151.69,152.01,1362322,ROK,152.685
534,307809,2017-02-14,151.51,152.44,151.22,152.21,1215331,ROK,151.82999999999998
535,307810,2017-02-15,151.53,152.77,151.53,152.49,836632,ROK,152.15
536,307811,2017-02-16,151.92,152.375,151.0,151.88,859458,ROK,151.6875
537,307812,2017-02-17,150.6,151.93,149.7,151.92,691558,ROK,150.815
538,307813,2017-02-21,152.36,152.63,150.98,151.83,1292708,ROK,151.805
539,307814,2017-02-22,150.9,153.25,150.755,152.88,1022609,ROK,152.0025
540,307815,2017-02-23,153.52,153.88,149.89,151.47,1163822,ROK,151.885
541,307816,2017-02-24,150.41,151.54,149.96,151.14,1005316,ROK,150.75
542,307817,2017-02-27,151.26,151.73,150.66,151.26,765278,ROK,151.195
543,307818,2017-02-28,151.26,151.68,150.1,151.1,949726,ROK,150.89
544,307819,2017-03-01,153.68,156.11,153.07,155.48,1541609,ROK,154.59
545,307820,2017-03-02,155.35,155.72,153.0,153.05,916418,ROK,154.36
546,307821,2017-03-03,153.18,154.11,151.57,153.01,802000,ROK,152.84
547,307822,2017-03-06,152.49,153.47,151.1,153.19,665821,ROK,152.285
548,307823,2017-03-07,152.97,153.7044,152.12,153.58,694741,ROK,152.91219999999998
549,307824,2017-03-08,154.12,154.84,152.97,153.03,760265,ROK,153.905
550,307825,2017-03-09,153.18,153.6553,151.38,152.18,870367,ROK,152.51765
551,307826,2017-03-10,153.46,154.63,153.0,154.31,848037,ROK,153.815
552,307827,2017-03-13,154.3,154.57,153.44,154.45,609573,ROK,154.005
553,307828,2017-03-14,153.42,153.46,151.07,152.45,852630,ROK,152.265
554,307829,2017-03-15,152.82,157.3,152.13,156.47,1110019,ROK,154.715
555,307830,2017-03-16,156.89,157.0099,154.465,155.62,721068,ROK,155.73745
556,307831,2017-03-17,156.36,156.98,155.56,155.99,910399,ROK,156.26999999999998
557,307832,2017-03-20,156.03,156.16,155.08,155.95,893916,ROK,155.62
558,307833,2017-03-21,156.94,157.26,153.56,154.15,979937,ROK,155.41
559,307834,2017-03-22,153.92,154.98,153.12,154.61,740957,ROK,154.05
560,307835,2017-03-23,154.64,155.52,153.58,154.08,864263,ROK,154.55
561,307836,2017-03-24,154.28,154.9,152.575,153.25,541405,ROK,153.7375
562,307837,2017-03-27,151.97,153.38,149.39,152.85,816583,ROK,151.385
563,307838,2017-03-28,152.63,155.98,152.2768,155.14,581825,ROK,154.1284
564,307839,2017-03-29,154.76,155.57,154.21,154.47,541562,ROK,154.89
565,307840,2017-03-30,154.36,155.99,154.0,155.38,661874,ROK,154.995
566,307841,2017-03-31,155.23,156.7,155.18,155.71,799655,ROK,155.94
567,307842,2017-04-03,155.42,156.38,153.93,155.31,648969,ROK,155.155
568,307843,2017-04-04,155.08,158.0,154.345,155.96,981425,ROK,156.1725
569,307844,2017-04-05,156.76,159.78,155.01,155.18,1401947,ROK,157.39499999999998
570,307845,2017-04-06,155.18,156.59,154.5,155.88,591836,ROK,155.54500000000002
571,307846,2017-04-07,155.39,156.27,154.92,155.28,1375035,ROK,155.595
572,307847,2017-04-10,155.59,157.48,155.51,156.05,548626,ROK,156.495
573,307848,2017-04-11,155.41,156.23,154.26,156.11,635865,ROK,155.245
574,307849,2017-04-12,155.66,156.16,150.09,150.23,1886589,ROK,153.125
575,307850,2017-04-13,149.71,150.52,148.35,148.43,1333146,ROK,149.435
576,307851,2017-04-17,148.72,150.71,148.31,150.52,885243,ROK,149.51
577,307852,2017-04-18,149.4,150.03,148.32,149.53,842820,ROK,149.175
578,307853,2017-04-19,150.82,152.58,148.89,149.58,840022,ROK,150.735
579,307854,2017-04-20,150.43,154.15,149.88,153.82,1474912,ROK,152.015
580,307855,2017-04-21,153.74,154.3,152.94,153.59,816623,ROK,153.62
581,307856,2017-04-24,155.99,157.3003,155.59,156.95,1366432,ROK,156.44515
582,307857,2017-04-25,158.24,160.71,157.44,160.14,1989884,ROK,159.075
583,307858,2017-04-26,161.77,165.0,159.54,159.96,2074583,ROK,162.26999999999998
584,307859,2017-04-27,160.21,161.1712,158.74,159.27,1152012,ROK,159.9556
585,307860,2017-04-28,158.52,159.67,157.31,157.35,1450620,ROK,158.49
586,307861,2017-05-01,158.13,158.13,155.39,156.5,1207242,ROK,156.76
587,307862,2017-05-02,156.55,157.31,154.59,155.97,1360667,ROK,155.95
588,307863,2017-05-03,155.19,156.08,153.46,154.54,1486423,ROK,154.77
589,307864,2017-05-04,155.07,155.5,153.06,154.9,1454500,ROK,154.28
590,307865,2017-05-05,155.23,156.49,154.93,156.39,709510,ROK,155.71
591,307866,2017-05-08,156.48,156.82,155.25,156.13,675068,ROK,156.035
592,307867,2017-05-09,156.1,157.28,155.37,157.13,720305,ROK,156.325
593,307868,2017-05-10,157.28,158.7651,156.83,157.64,1035981,ROK,157.79755
594,307869,2017-05-11,156.38,157.305,154.76,156.87,668161,ROK,156.0325
595,307870,2017-05-12,156.47,156.73,155.37,155.7,519873,ROK,156.05
596,307871,2017-05-15,156.49,158.6,156.49,158.02,1068031,ROK,157.54500000000002
597,307872,2017-05-16,158.38,158.38,156.59,157.5,807397,ROK,157.485
598,307873,2017-05-17,155.6,156.45,152.881,153.74,1167048,ROK,154.6655
599,307874,2017-05-18,152.72,155.37,151.78,154.22,959090,ROK,153.575
600,307875,2017-05-19,155.28,158.14,154.7,157.36,856482,ROK,156.42
601,307876,2017-05-22,158.0,160.24,158.0,158.45,1018024,ROK,159.12
602,307877,2017-05-23,158.9,159.86,157.54,158.59,820326,ROK,158.7
603,307878,2017-05-24,158.95,159.42,157.3375,158.01,727268,ROK,158.37875
604,307879,2017-05-25,158.17,159.41,157.53,159.26,1060593,ROK,158.47
605,307880,2017-05-26,159.0,159.67,158.27,159.28,447009,ROK,158.97
606,307881,2017-05-30,158.9,159.8534,158.59,159.38,506498,ROK,159.2217
607,307882,2017-05-31,159.4,159.93,157.91,158.72,1268909,ROK,158.92000000000002
608,307883,2017-06-01,159.25,162.22,158.48,161.07,815176,ROK,160.35
609,307884,2017-06-02,161.0,163.92,160.6,162.39,940925,ROK,162.26
610,307885,2017-06-05,162.21,163.02,161.62,162.16,622860,ROK,162.32
611,307886,2017-06-06,161.64,162.13,159.72,159.74,909045,ROK,160.925
612,307887,2017-06-07,159.78,159.89,156.32,157.52,1109246,ROK,158.105
613,307888,2017-06-08,157.86,160.47,157.31,160.05,657972,ROK,158.89
614,307889,2017-06-09,160.71,162.98,160.71,162.13,705845,ROK,161.845
615,307890,2017-06-12,162.02,162.732,160.7,161.3,892101,ROK,161.716
616,307891,2017-06-13,161.38,162.35,160.63,161.01,622191,ROK,161.49
617,307892,2017-06-14,160.89,161.17,158.73,159.86,662746,ROK,159.95
618,307893,2017-06-15,158.4,161.67,158.0768,161.6,880371,ROK,159.8734
619,307894,2017-06-16,162.09,164.13,161.13,164.09,1112024,ROK,162.63
620,307895,2017-06-19,164.84,165.39,162.97,164.06,694602,ROK,164.18
621,307896,2017-06-20,163.06,163.92,161.95,162.15,584102,ROK,162.935
622,307897,2017-06-21,162.85,163.01,159.87,160.12,621675,ROK,161.44
623,307898,2017-06-22,160.26,161.09,159.33,160.53,393644,ROK,160.21
624,307899,2017-06-23,161.37,162.42,160.17,162.19,1330999,ROK,161.295
625,307900,2017-06-26,162.93,163.23,161.27,161.36,359559,ROK,162.25
626,307901,2017-06-27,161.62,161.87,159.09,159.37,511854,ROK,160.48000000000002
627,307902,2017-06-28,160.31,160.81,159.61,160.53,707838,ROK,160.21
628,307903,2017-06-29,160.96,162.12,158.03,158.82,858559,ROK,160.075
629,307904,2017-06-30,159.37,162.71,159.37,161.96,702609,ROK,161.04000000000002
630,307905,2017-07-03,162.68,163.93,162.14,162.84,403420,ROK,163.035
631,307906,2017-07-05,162.56,163.81,161.5683,163.49,699293,ROK,162.68914999999998
632,307907,2017-07-06,163.19,164.63,162.42,162.79,705953,ROK,163.52499999999998
633,307908,2017-07-07,163.12,165.52,162.51,164.43,553142,ROK,164.015
634,307909,2017-07-10,163.41,165.8,163.36,164.69,559226,ROK,164.58
635,307910,2017-07-11,164.59,164.83,163.18,164.16,642847,ROK,164.005
636,307911,2017-07-12,164.87,166.03,164.63,165.73,535801,ROK,165.32999999999998
637,307912,2017-07-13,165.73,166.45,165.04,165.68,638890,ROK,165.745
638,307913,2017-07-14,166.06,167.8,165.79,167.34,766017,ROK,166.79500000000002
639,307914,2017-07-17,167.2,167.34,166.09,166.3,485035,ROK,166.715
640,307915,2017-07-18,166.0,166.173,165.0,165.49,580937,ROK,165.5865
641,307916,2017-07-19,165.5,167.37,165.34,167.34,684352,ROK,166.35500000000002
642,307917,2017-07-20,167.18,167.97,165.63,166.83,685335,ROK,166.8
643,307918,2017-07-21,165.96,166.63,163.93,165.08,633564,ROK,165.28
644,307919,2017-07-24,165.47,165.47,163.6,163.96,937131,ROK,164.535
645,307920,2017-07-25,165.27,166.28,161.77,163.1,1452535,ROK,164.025
646,307921,2017-07-26,158.49,164.9,158.0,162.78,1939210,ROK,161.45
647,307922,2017-07-27,163.47,166.71,163.2805,164.97,1018771,ROK,164.99525
648,307923,2017-07-28,164.98,165.0,163.27,164.47,653351,ROK,164.135
649,307924,2017-07-31,165.0,166.63,164.76,165.03,641449,ROK,165.695
650,307925,2017-08-01,165.63,166.05,164.75,164.9,536349,ROK,165.4
651,307926,2017-08-02,163.15,166.16,163.15,165.22,786077,ROK,164.655
652,307927,2017-08-03,165.13,166.1,164.82,165.53,519397,ROK,165.45999999999998
653,307928,2017-08-04,165.63,166.05,164.75,164.9,536349,ROK,165.4
654,307929,2017-08-07,164.96,166.53,164.83,165.82,708206,ROK,165.68
655,307930,2017-08-08,165.64,166.21,164.99,165.6,434208,ROK,165.60000000000002
656,307931,2017-08-09,165.5,166.08,164.9,165.64,436005,ROK,165.49
657,307932,2017-08-10,164.3,164.51,162.1,162.21,662079,ROK,163.305
658,307933,2017-08-11,162.75,162.75,161.51,161.66,679989,ROK,162.13
659,307934,2017-08-14,162.79,164.51,162.48,163.96,388999,ROK,163.495
660,307935,2017-08-15,164.02,165.1,164.02,164.12,407202,ROK,164.56
661,307936,2017-08-16,164.58,165.32,163.86,164.03,552207,ROK,164.59
662,307937,2017-08-17,163.21,164.53,161.22,161.26,536765,ROK,162.875
663,307938,2017-08-18,160.88,163.26,160.285,161.38,567777,ROK,161.77249999999998
664,307939,2017-08-21,161.36,161.45,159.58,160.46,604955,ROK,160.515
665,307940,2017-08-22,161.25,163.33,160.84,163.17,402350,ROK,162.085
666,307941,2017-08-23,161.86,162.07,159.98,160.01,551909,ROK,161.02499999999998
667,307942,2017-08-24,160.24,160.5725,159.32,160.13,600306,ROK,159.94625
668,307943,2017-08-25,160.95,161.52,159.51,159.61,597010,ROK,160.515
669,307944,2017-08-28,160.45,160.55,158.89,159.57,341197,ROK,159.72
670,307945,2017-08-29,158.72,160.62,158.6072,160.38,482461,ROK,159.61360000000002
671,307946,2017-08-30,160.39,162.74,160.39,162.62,383121,ROK,161.565
672,307947,2017-08-31,163.41,164.3,162.95,164.06,582938,ROK,163.625
673,307948,2017-09-01,164.69,165.85,164.3,164.36,452527,ROK,165.075
674,307949,2017-09-05,164.35,165.25,163.05,163.41,775301,ROK,164.15
675,307950,2017-09-06,164.27,164.815,162.15,162.32,647701,ROK,163.48250000000002
676,307951,2017-09-07,162.81,162.81,161.21,162.56,931000,ROK,162.01
677,307952,2017-09-08,162.18,164.68,161.7,164.01,512379,ROK,163.19
678,307953,2017-09-11,165.0,169.35,164.47,168.84,1094112,ROK,166.91
679,307954,2017-09-12,169.75,170.41,168.62,169.12,621275,ROK,169.515
680,307955,2017-09-13,168.99,170.45,168.21,169.89,440724,ROK,169.32999999999998
681,307956,2017-09-14,169.26,172.245,168.44,172.15,746406,ROK,170.3425
682,307957,2017-09-15,171.62,174.18,171.62,173.73,1019639,ROK,172.9
683,307958,2017-09-18,173.95,175.32,173.13,175.16,558203,ROK,174.225
684,307959,2017-09-19,175.39,177.3399,175.18,177.13,638150,ROK,176.25995
685,307960,2017-09-20,177.52,178.11,176.32,177.58,686383,ROK,177.215
